"unique_key","Entity","etr_24m","application_total_12M","application_total_24M","max_amount_approved_12M","PF_TOTAL_OS_12","ALL_PROD_STATWPRT3","UNSEC_TOTAL_LIMIT_12","CC_AVG_MIAGE1_OS_24","PL_MONS_INC_BALANCE_GE1_3M","AF_MONS_INC_BALANCE_GE1_3M","SEC_TOTAL_MIAGE1_OS_24","ALL_MIN_MIAGE1_OS_12","AF_MAX_MIAGE1_OS_6","UNSEC_AVG_MIAGE1_OS_12","AF_AVG_BALANCE_GE1_DEC_24M","PL_AVG_MIAGE1_OS_1","SEC_MIA_GE1_24","MIA1_ALLPROD_STATOK24","MIA1_ALLPROD_STATOK6","MIA1FACILITY_TYPE6","ALL_AVG_BALANCE_ALL_DEC_6M","ALL_AVG_BALANCE_ALL_INC_6M","PERC_MIA_TOTOS_M6TO24","PF_MONS_INC_BALANCE_ALL_6M","CC_PROD_ALLSTAT24","PL_PROD_ALLSTAT3","AF_PROD_ALLSTAT3","SEC_PROD_ALLSTAT24","ALL_PROD_ALLSTAT12","AF_PROD_ALLSTAT6","UNSEC_PROD_ALLSTAT12","AF_PROD_ALLSTAT24","PL_PROD_ALLSTAT1","ALL_PROD_STATOK24","ALL_PROD_ALLSTAT6","enq12ctos"
"740517136044","2934096","","","","","17958013","","24020672","1697.714286","","","2327289","1481","60676","494468.6667","-840.3","","5","6","1","PCPASCAR","-3426","9191","0.000669861","4","2","","1","5","9","1","4","1","","10","8","1"
"740518045005","6587040","","","1","","1308053","1","2358000","0","","","","0","","0","","","0","","","CRDTCARD","-1786.25","454","0","1","2","1","","","4","","4","","1","1","4","0"
"740519055360","8451757","","1","2","","1291568","","1932000","","","","272781","116566","","","-811.5882353","","8","2","","","-1526.6","","","","2","","1","2","5","1","3","2","","5","4","2"
"740520086965","1970790","","11","24","","6087253","","8102760","51535.85714","","2","1595367","18784","15509","26835.75","-944.6","","11","4","2","CRDTCARD","-7717.4","","0.002542202","","2","","1","4","7","1","3","1","","7","7","18"
"740524105131","9122914","","","","","494038","","780000","","","","","39899","","39899","","39899","0","1","1","PELNFNCE","-241","","0.039983405","","","1","","2","1","","1","","1","3","1","1"
"740525135199","1971659","","","","","705530","","1327652","","","","","","","","","","0","","","","-763.6","","","","2","2","","","5","","5","","2","5","4","1"
"740525136036","2754591","","","","","","","","","","","3206715","138156","","","","","24","2","2","HSLNFNCE","-339.75","459","0.249105743","","","","","2","2","","","","","2","2","0"
"740526115229","16126487","","","1","","889179","","912000","","","","","","","","","","0","","","","-483","","","","","1","","1","1","","1","","1","2","1","0"
"740526135203","1971830","","2","3","595000","","","13050000","","","","","","","","-1099.545455","","0","","","","-25274.66667","203315.5","","","9","","1","5","13","1","9","1","","14","13","2"
"740528045244","2587565","","2","3","109000","959868","","2438376","","","","46560","","","","-3070.176471","","2","1","","","-2386","6056.5","","1","2","1","1","7","11","2","4","2","1","10","9","2"
"740529025413","1972208","","","","","45505","","309600","","","","","","","","-760.1764706","","0","","","","-1370.6","","","","1","1","1","1","3","1","2","1","1","3","3","1"
"740529045182","20661132","","","","","935425","","1334136","","","","81219","","","","-1659.7","","1","1","","","-2074.333333","201","","1","","","1","2","3","1","2","1","","4","3","1"
"740531145078","1972641","","","1","","879256","","2419200","","","","","","","","-1040.933333","","0","","","","-23367.2","","","","7","1","2","3","11","2","8","2","1","12","11","0"
"740601026534","9462323","","","1","","553366","","681600","","","","","","","","-957.2","","0","","","","-1796","","","","1","","1","2","4","1","2","1","","4","4","0"
"740601125217","8992460","","","","","","","84000","1259","","1","772076","109841","111049","1259","-804.5","","7","2","1","PCPASCAR","-506.75","751","0.115360291","","2","","1","2","4","1","2","1","","4","4","1"
"740602135345","10710315","","","","","","","","","","","","","","","-420.6956522","","0","","","","-960.6","","","","","","1","1","1","1","","1","","1","1","0"
"740603086100","2581525","","","","","","","396000","","","","","","","","-818.8235294","","0","","","","-3802","","","","1","","1","1","2","1","1","1","","2","2","1"
"740604015582","9660399","","3","3","20000","340295","","406000","","","","","","","","","","0","","","","-911.5","6531","","1","2","2","","","5","","5","","2","5","5","3"
"740605145653","1973447","","1","1","43000","","","750000","27687.1","","","930871","85","","","-1453.5","","11","5","","","-5540.5","42228","","","5","","1","3","6","1","3","1","","8","5","2"
"740608085246","10827590","","","","","710731","","1306800","","","","114811","","","","-3707.133333","","1","1","","","-3543.25","544","","","3","1","1","2","6","1","4","1","1","5","6","1"
"740609085619","20653734","","","","","1868080","2","3732000","26473.04545","2","1","669214","24724","","25840.66667","-1056.769231","","11","4","","CRDTCARD","-971.6666667","259.5","0.024843666","5","3","2","1","1","6","1","5","1","2","5","6","1"
"740612055218","1974473","","","","","2193754","","2676000","","","","","","","","-963.5555556","","0","","","","-2334.2","","","","1","2","1","2","4","1","3","2","2","5","4","1"
"740613075069","6503114","","","7","","","","950400","","","","","","","","-564.3529412","","0","","","","-2317.75","4785","","","4","","1","1","5","1","4","1","","5","5","1"
"740613075755","2584894","","3","4","70000","1193334","","1693212","","","","","","","","-653.5","","0","","","","-90579.75","69725","","","5","","1","4","8","1","4","1","","10","8","0"
"740613145899","1974740","","","","","","","","","","","2827542","123043","","","","","23","2","1","HSLNFNCE","-213","605","0.251189107","","","","","2","1","","","","","2","1","0"
"740614025186","6560299","","","","","","","1914000","","","","","","","","","","0","","","","-402","842.3333333","","","3","","","1","3","","2","","","3","3","0"
"740614145620","2573192","","","1","","167016","1","356316","3790.571429","","","339108","0","","3.583333333","-718.8823529","","11","3","","CRDTCARD","-1355.25","149","0","","1","","2","4","5","2","2","2","","5","4","0"
"740617015477","11680056","","3","3","20000","2220741","","2377200","","","","","","","","","","0","","","","-1031.75","19165","","1","1","2","","","3","","3","","2","2","2","2"
"740617065052","1975263","","6","8","70000","2287773","","3066800","","","","","","","","-7400.045455","","0","1","","","-2796.75","6838","","","2","2","1","4","8","1","4","3","2","8","6","1"
"740617075576","22487600","","","","","","","","","","","","","","","","","0","","","","","","","","","","1","1","1","1","","1","","","1","1"
"740621105440","1976005","","","","","","","210000","","","","","","","","","","0","","","","-1562.5","761.6666667","","","1","","","","1","","1","","","1","1","0"
"740621105483","2565320","","","","","","","278000","10972.55556","","","577214","","","","-7324.666667","","5","4","","","-904.4","","","","3","","","3","5","","3","1","","5","3","0"
"740622135836","8676413","","5","7","46500","","","538500","","","","","","","","-1467.285714","","0","","","","-13833.5","137239","","","2","","1","2","4","1","2","1","","4","4","1"
"740626115138","27886137","","","","","","","","","","1","251576","14431","15261","","-665.0833333","","16","1","1","PCPASCAR","-1668.666667","458","0.194849301","","","","1","1","1","1","","1","","1","1","0"
"740626715109","2627873","","","","","","","19000","","","","0","","","","","","12","","","","","","","","1","","","1","2","","1","1","","","1","0"
"740627035367","6582699","","","1","","514459","","912000","","","","","","","","","","0","","","","-732.6","","","","1","1","","1","3","","2","","1","3","3","2"
"740628145525","1977144","","","2","","","","","","","","13736890","591333","","","","","23","1","1","HSLNFNCE","-3641.666667","1452.5","0.249569807","","","","","1","1","","","","","1","1","2"
"740704025243","2571980","","","","","","","192000","","","1","","","","","-2080.095238","","0","","","","-2805.333333","53480.5","","","2","","1","3","5","1","2","1","","4","5","1"
"740704035089","10704754","","3","8","","3542880","","4542000","200","","","","","","","-715.1428571","","0","1","","","-2745.8","","","","3","2","1","2","6","1","5","2","2","7","6","0"
"740704055493","10447707","","","","","","","234000","","","","181","8","","","","","7","1","1","TEMPOVDT","-1120.333333","1878.5","0.000155463","","3","","","2","5","","3","","","5","5","0"
"740705016912","10704510","","1","4","","1553136","","1692000","","","","","","","","-1409.8125","","0","","","","-3127.75","71343","","","1","1","2","4","5","2","2","3","1","7","5","1"
"740705115443","1978208","","3","8","8277","114343","","276000","6056.933333","","","8741","0","","5056.916667","","","1","3","2","CRDTCARD","-340.5","643","0.002495406","1","2","","","5","8","","3","","","9","7","2"
"740706055083","1978298","","","","","","","","","","","","","","","","","0","","","","-517.2","","","","","","","1","1","","","","","1","1","1"
"740706135745","2752741","","","","","","","","","","","0","","","","","","2","","","","","","","","","","","1","","","","","","","","0"
"740707075086","2584832","","","3","","2868870","","5232000","25604","","","3530802","79110","79110","64323","-1330.857143","","15","4","1","PCPASCAR","-6106.666667","1040.5","0.002797301","","4","3","1","5","12","1","7","1","3","9","12","0"
"740707136299","10250097","","1","1","12330","459299","","626966","3578","","","","","","","-1082.333333","","0","1","","","-1421","","","","1","1","4","4","7","4","3","4","1","5","7","1"
"740708065138","9100275","","1","1","3052","18280","","147364","","","","","","","","-399.9130435","","0","","","","-688.6","","","","1","","2","2","4","2","2","2","","3","4","0"
"740710036176","9102576","","2","2","105000","687205","","1128000","","","1","","","","","-2129.777778","","0","","","","-1636.5","55269","","1","","1","1","3","5","1","2","2","1","5","4","1"
"740711045090","1979112","","","1","","658297","","2108004","1448.857143","","","","2109","","2109","","","0","1","","","-2577.2","","","","3","2","","1","6","","5","","2","6","6","4"
"740713035806","9522387","","2","2","100000","389002","","544000","","","","","","","","-4234.916667","","0","","","","-665","27914.5","","","1","1","","1","3","1","2","1","1","3","3","1"
"740716026120","19747796","","","","","","","","","","","","","","","","","0","","","","","4680","","","","","","1","1","","","","","","1","1"
"740716085702","8847615","","","","","3425764","","4379520","","","","","","","","","","0","","","","-515.8","","","","1","2","","","4","","4","","2","4","4","1"
"740717065375","9546824","","6","10","37700","943647","","1320000","1195","1","","1026937","","","","","","4","3","","","-964.3333333","1001","","4","2","1","","6","7","","3","","1","10","6","1"
"740717086272","9450371","","1","1","156000","2837342","","3332904","","","","78165","","","","-11817.14286","","1","1","","","-1937.4","","","","","2","","3","6","","3","1","2","6","5","4"
"740717086520","952963","","","","","844768","","975584","","","","","","","","-274.1666667","","0","","","","-1088","2485","","3","2","","1","4","8","1","4","1","","8","8","0"
"740724065525","15778312","","1","1","323570","641277","","1836000","29.5","","","","","","","","","0","1","","","-1202.8","","","","1","3","","2","6","","4","","3","5","6","0"
"740724085489","1981260","","","","","537680","","898788","1201.5","2","","28793","1198","","1201.5","-3460.666667","","3","2","1","CRDTCARD","-536","255","0.00205814","2","2","1","","1","4","","4","1","1","5","4","0"
"740724085606","8637293","","1","1","10000","","","154000","","","","","","","","","","0","","","","-673.6666667","827","","","3","","","","3","","3","","","3","3","0"
"740724125604","2713870","","4","9","","587943","","660000","","","1","20716","7714","","24588","-549.8333333","","2","3","2","PELNFNCE","-1769.5","293","0.049362728","1","1","2","2","3","5","2","2","2","2","5","5","2"
"740725145340","2594594","","4","5","20000","160726","","420000","","","","","","","","","","0","1","","","-2255","8257","","","2","1","","","3","","3","","1","5","3","2"
"740725145519","2599034","","2","2","","","","","","","","1275586","1275586","","","","","1","1","","","","3892","","","","","","3","2","","","","","3","2","2"
"740726146011","1981646","","9","9","441000","12499968","","22541520","","","","","","","","-2909.304348","","0","","","","-208762.3333","413526","","3","8","","1","4","14","1","10","1","","14","14","12"
"740728105942","2576198","","","","","","","270000","","","","214167","214167","","","-1526.411765","","1","1","1","HSLNFNCE","-2679.333333","55858.5","0.050090748","","2","","1","2","4","1","2","1","","4","4","1"
"740729105311","1982083","","","","","974716","","1212000","10499","2","","229095","10813","","33566.66667","-1136.764706","","3","3","2","HSLNFNCE","-1023.4","","0.035736929","5","2","1","2","3","6","2","3","2","1","6","6","2"
"740729145292","1982132","","","","","","","408000","55.33333333","","","","25","","25","","","0","1","1","CRDTCARD","-25","25","0.014200511","","1","","","","1","","1","","","1","1","1"
"740729145399","5821321","","3","3","8000","","","","","","","","","","","-1880.722222","","0","","","","-1414.75","49396","","","1","","1","4","4","1","","2","","5","3","0"
"740730085725","13766385","","","","","","","","","","","38620","","","","-637.7777778","","1","1","","","-702.8","","","","","","2","2","2","2","","2","","1","2","0"
"740730145097","10224049","","","1","","","","648000","25.5","","","","25","","25.5","-1604.176471","","0","1","1","CRDTCARD","-27427","","6.12E-07","","3","","1","3","6","1","3","1","","6","6","1"
"740731105230","27556842","","1","1","16800","","","","","","","","","","","","","0","","","","-208.75","","","","","","1","2","2","1","","1","","1","2","2"
"740731105521","9328086","","","1","","","","144000","","","","","","","","-2642.75","","0","","","","-2867.2","","","","2","","2","3","5","2","2","2","","5","5","0"
"740731125282","10854306","","1","4","","4389999","","4406400","","","1","33683","22021","33683","105149.8333","-270.4444444","141155","1","3","3","PELNFNCE","-1833.8","","0.108197712","","","3","1","1","5","1","4","1","3","5","5","0"
"740802135817","2752996","","","","","","","336000","11623","","","","11516","","11623","","","0","1","","","-964.5","165.6666667","","","2","","","","2","","2","","","2","2","0"
"740802145759","6600102","","1","1","14590","1058632","","2099700","14940","","","","14736","","14838","","","0","2","","","-1393.6","","","","6","1","","1","12","","11","","1","12","9","1"
"740804105232","9342854","","","","","1833247","","3417276","","","","","","","","","","0","1","","","-807.6666667","215.5","","1","5","","","1","9","","8","","","9","9","1"
"740804115502","21948290","","4","4","4500","","","","","","","3470245","14743","33895","","-1902.470588","","24","3","2","HSLNFNCE","-43672.2","","0.032580652","","","","2","10","10","2","","2","","10","7","1"
